PM,MED,95CL_L,95CL_H
0,1,1,1
1,1,1,1
2,1,1,1
3,1,1,1
4,1,1,1
5,1,1,1
6,1.041936333,1.003287714,1.084374643
7,1.08162362,1.021738,1.136878665
8,1.102595024,1.039730778,1.160962912
9,1.118889744,1.057765519,1.180393609
10,1.132113046,1.074557809,1.194995416
11,1.144100293,1.0883717,1.206309143
12,1.154880585,1.101438477,1.220467359
13,1.166014061,1.109849386,1.231656158
14,1.176120243,1.118789639,1.241641837
15,1.185387042,1.124361339,1.251209794
16,1.193239034,1.130842492,1.26200724
17,1.201071888,1.135811666,1.27351802
18,1.208279274,1.140567958,1.287661227
19,1.214795983,1.14506767,1.303523522
20,1.220388961,1.149273641,1.31823741
21,1.225924525,1.153211243,1.331977887
22,1.23108017,1.157418992,1.347011137
23,1.236586842,1.161211759,1.361499999
24,1.240841392,1.164660959,1.378610441
25,1.245203891,1.1684106,1.396410811
26,1.249824186,1.17178017,1.410018229
27,1.253900465,1.174893404,1.42199493
28,1.258386683,1.178003644,1.437651083
29,1.262227365,1.180940314,1.452984642
30,1.265371982,1.183795137,1.468000048
31,1.268765177,1.18657354,1.483292631
32,1.271756517,1.18928039,1.49769672
33,1.275429532,1.191920078,1.511124308
34,1.27832536,1.194496572,1.525646226
35,1.281603643,1.197013478,1.538577593
36,1.28479507,1.19947408,1.55183312
37,1.287456852,1.201881381,1.564815898
38,1.290173581,1.204238134,1.577520957
39,1.293074094,1.206548287,1.589909551
40,1.295843041,1.208813367,1.602042955
41,1.298526023,1.211034899,1.613175763
42,1.300943737,1.213214879,1.623300221
43,1.303308187,1.21535516,1.637093407
44,1.305567305,1.217507096,1.648384385
45,1.307781705,1.219625151,1.659388875
46,1.310192487,1.221593284,1.670123921
47,1.312338995,1.223545731,1.681000016
48,1.314495622,1.225508136,1.690986817
49,1.316873785,1.22743965,1.701125596
50,1.319170913,1.229341432,1.711055855
51,1.321299072,1.23121457,1.722025729
52,1.323516616,1.233060934,1.733338765
53,1.325454549,1.234881985,1.744437664
54,1.327457035,1.236677281,1.75532502
55,1.32948145,1.23844769,1.765147168
56,1.331684907,1.240194031,1.775386646
57,1.333483108,1.242140461,1.784331179
58,1.33569104,1.244429155,1.793223039
59,1.338119613,1.246214992,1.802194584
60,1.340134633,1.247929593,1.810939008
61,1.342034487,1.249623313,1.819716836
62,1.343602089,1.251093573,1.828485285
63,1.345469876,1.252477177,1.837083826
64,1.347269294,1.254122551,1.845515354
65,1.349282879,1.255794004,1.853782735
66,1.351130874,1.257449158,1.861518446
67,1.352774544,1.259090166,1.868757957
68,1.354697848,1.260713607,1.875868526
69,1.356598836,1.262278344,1.882825933
70,1.358418065,1.263716196,1.889660645
71,1.36011562,1.265106167,1.896487589
72,1.361793911,1.266456072,1.902983762
73,1.363361339,1.267791846,1.909483573
74,1.364980416,1.269113838,1.915868967
75,1.366523209,1.270422384,1.922142181
76,1.368141174,1.271717806,1.928305398
77,1.369820435,1.273000414,1.934360753
78,1.371624963,1.274270506,1.940310332
79,1.373411722,1.275552113,1.946156174
80,1.375139689,1.276901659,1.951900273
81,1.376661183,1.278246303,1.957544578
82,1.378171114,1.279540359,1.963090996
83,1.379808296,1.280738007,1.968439446
84,1.381460279,1.281925776,1.972939898
85,1.382994238,1.283105429,1.977328565
86,1.384383207,1.284302622,1.981623376
87,1.385840387,1.285601576,1.985826419
88,1.387281941,1.286891465,1.990361998
89,1.38878345,1.28817081,1.994856915
90,1.390059724,1.289439817,1.999246809
91,1.391458123,1.290698685,2.003436697
92,1.392968604,1.291947606,2.007319608
93,1.394405352,1.293185135,2.011117962
94,1.395644779,1.294337004,2.014833617
95,1.396873362,1.295479807,2.018468389
96,1.398074318,1.296613712,2.022024055
97,1.399276893,1.297738881,2.025502349
98,1.400555929,1.298855471,2.028904971
99,1.401811468,1.299963637,2.032233578
100,1.402929871,1.301063528,2.035489796
101,1.404239181,1.302155288,2.03867521
102,1.405649161,1.303239058,2.041789931
103,1.407067827,1.304314975,2.04483217
104,1.408475677,1.305383173,2.047807971
105,1.409672909,1.306443781,2.050718797
106,1.41085311,1.307500839,2.053566075
107,1.412000014,1.308576515,2.056553887
108,1.413070338,1.309606825,2.059680365
109,1.414132678,1.310705842,2.062744741
110,1.415312405,1.311759727,2.065748259
111,1.416500267,1.312806578,2.068428581
112,1.417679341,1.313846503,2.071292068
113,1.41876365,1.314879611,2.07444595
114,1.419840177,1.315906004,2.07724385
115,1.420909046,1.316900593,2.07998681
116,1.421970378,1.317873438,2.082659449
117,1.42302429,1.318840153,2.085277706
118,1.423913983,1.31980083,2.087777323
119,1.424787354,1.320755558,2.089962074
120,1.425872861,1.321704423,2.092093648
121,1.427044862,1.322647511,2.094679839
122,1.428218811,1.323584906,2.097555712
123,1.42928897,1.324516688,2.099993197
124,1.430352114,1.325442937,2.102287193
125,1.431361987,1.32636373,2.103984992
126,1.432262699,1.327279144,2.106248503
127,1.433157507,1.328189254,2.108467223
128,1.434046496,1.32909413,2.110642033
129,1.43492975,1.329944694,2.112767729
130,1.435834391,1.330792708,2.113718729
131,1.436906373,1.331689272,2.11460652
132,1.437936889,1.332546275,2.115538105
133,1.438848954,1.33335105,2.118211411
134,1.439730517,1.334151247,2.120842831
135,1.440606679,1.334948683,2.123432175
136,1.441477513,1.335742725,2.125735737
137,1.442422025,1.336591482,2.126479127
138,1.443515101,1.337474742,2.127184519
139,1.444508476,1.338353303,2.127864779
140,1.445412378,1.339227224,2.128520766
141,1.446311032,1.340096562,2.129153309
142,1.447204505,1.340961372,2.129763214
143,1.448187864,1.34182171,2.130351258
144,1.449230816,1.342677628,2.130918196
145,1.450257752,1.343529181,2.132467303
146,1.451167823,1.344376419,2.134549574
147,1.452072727,1.345219394,2.136597277
148,1.452972528,1.346058154,2.138596631
149,1.453867286,1.34689275,2.140561156
150,1.454757064,1.347723228,2.142492932
151,1.455686013,1.348549637,2.144392501
152,1.456571277,1.349364781,2.146260398
153,1.457425955,1.350156615,2.148097149
154,1.458276062,1.35094467,2.149668703
155,1.459133292,1.35172899,2.151732559
156,1.460017041,1.352509616,2.153520877
157,1.46108282,1.35328681,2.155279753
158,1.462227368,1.354040027,2.156996811
159,1.463208291,1.354765213,2.158671534
160,1.464054869,1.355486921,2.160318406
161,1.464897201,1.35620519,2.161673295
162,1.465712635,1.356920055,2.162753152
163,1.466558376,1.357631555,2.163080944
164,1.467399897,1.358340248,2.16310997
165,1.468237244,1.359047842,2.163138213
166,1.469045837,1.359752168,2.163165705
167,1.469834855,1.360453261,2.163192479
168,1.470619961,1.361151155,2.163218565
169,1.471401198,1.361845882,2.16324399
170,1.472178606,1.362537476,2.164196523
171,1.473057398,1.363225969,2.16547516
172,1.473933648,1.363911392,2.166732816
173,1.474765481,1.364593776,2.167969837
174,1.47553324,1.365273153,2.169186567
175,1.476297382,1.365949552,2.169927579
176,1.477116906,1.366623003,2.169974113
177,1.477889107,1.367293536,2.170019151
178,1.478653302,1.367961178,2.170062762
179,1.479409295,1.368674959,2.170105008
180,1.480151015,1.369450897,2.170126777
181,1.480889419,1.370223724,2.170139592
182,1.481624539,1.370993468,2.170151622
183,1.482462203,1.371760158,2.170162914
184,1.483307349,1.372523823,2.170173513
185,1.484212249,1.373284488,2.170183459
186,1.485023462,1.374042182,2.170192792
187,1.485738806,1.374796931,2.170201548
188,1.486450985,1.375548762,2.170209763
189,1.487188434,1.376297701,2.170728636
190,1.487958239,1.377043773,2.172379909
191,1.488772817,1.377787003,2.174011261
192,1.489583893,1.378517432,2.175622935
193,1.490391498,1.379185596,2.175847106
194,1.491170589,1.379851229,2.175904446
195,1.491823581,1.380514352,2.175960369
196,1.492473809,1.381174987,2.175986518
197,1.493254417,1.381833158,2.176005466
198,1.49405726,1.382488884,2.176023492
199,1.494856801,1.383142188,2.176040643
200,1.495653071,1.38379309,2.176350391
201,1.496459991,1.384441611,2.177125575
202,1.497279279,1.385087771,2.17788981
203,1.497990174,1.38573159,2.17864326
204,1.498688739,1.386373089,2.179386088
205,1.499384514,1.387012286,2.180118454
206,1.500077523,1.387649202,2.180840516
207,1.500653961,1.388283854,2.181552429
208,1.501305709,1.388916262,2.182254344
209,1.502043228,1.389512522,2.182912228
210,1.502777854,1.39009175,2.183052461
211,1.50351067,1.390668905,2.183953634
212,1.504296437,1.391244228,2.185010568
213,1.504982447,1.391818483,2.185690405
214,1.505758925,1.392390715,2.186360855
215,1.506559055,1.392960939,2.187022054
216,1.507356202,1.393529173,2.187674139
217,1.508150389,1.394095433,2.188317242
218,1.50894164,1.394659734,2.188951496
219,1.50971465,1.395222092,2.189570525
220,1.510474191,1.395782522,2.190161149
221,1.511158115,1.39634104,2.190743612
222,1.511796182,1.396897662,2.191318036
223,1.512356365,1.397452401,2.191884536
224,1.512914478,1.398005272,2.19244323
225,1.513470539,1.398551148,2.192582431
226,1.514078763,1.399084115,2.192596507
227,1.514736526,1.399615294,2.192610381
228,1.515391927,1.400144697,2.192618412
229,1.516044984,1.40067234,2.192622812
230,1.516695716,1.401198234,2.192627106
231,1.51734414,1.401722394,2.192631297
232,1.517990275,1.402244832,2.192910705
233,1.518634138,1.402765562,2.193589309
234,1.519275746,1.403284596,2.194258766
235,1.519915116,1.403801948,2.194919202
236,1.520529888,1.404317629,2.195570742
237,1.521133954,1.404831652,2.195849135
238,1.521735911,1.40534403,2.196001363
239,1.522335774,1.405854774,2.196630175
240,1.52293356,1.406363896,2.197392902
241,1.523529284,1.406871409,2.198147177
242,1.52412296,1.407377324,2.1988931
243,1.524751882,1.407881652,2.19963077
244,1.525431961,1.408384688,2.200360284
245,1.526109769,1.408886399,2.20108174
246,1.526785321,1.409386556,2.201743225
247,1.527458633,1.40988517,2.202319518
248,1.528129722,1.410431476,2.202888148
249,1.528784375,1.411008641,2.203449217
250,1.529432364,1.411585155,2.203994725
251,1.530099795,1.412159966,2.204290247
252,1.5307651,1.412733086,2.204324185
253,1.53135581,1.413286396,2.204357234
254,1.531920272,1.413789286,2.20437995
255,1.532482899,1.414290688,2.204398472
256,1.533097656,1.414790611,2.20441635
257,1.533740915,1.415302256,2.204433609
258,1.534414775,1.415844635,2.204450268
259,1.535166263,1.416385455,2.204466348
260,1.535915356,1.416924726,2.204481869
261,1.536662071,1.417462458,2.20449685
262,1.537281734,1.417998662,2.20451131
263,1.537886666,1.418533347,2.204525265
264,1.538489693,1.419035488,2.204653726
265,1.539042518,1.419470705,2.205036277
266,1.539611989,1.419904642,2.205413701
267,1.540179703,1.420337306,2.205750838
268,1.540745673,1.420768707,2.205760864
269,1.54130991,1.421198853,2.205770729
270,1.541872426,1.421627751,2.205996764
271,1.542433231,1.422100706,2.206573901
272,1.542992336,1.422575843,2.207141205
273,1.543549753,1.423049665,2.207560644
274,1.5440847,1.42352218,2.207603531
275,1.544647242,1.423993396,2.207641719
276,1.54521048,1.424463321,2.207677469
277,1.545772032,1.424931963,2.207712344
278,1.54633191,1.425399331,2.207772451
279,1.546890124,1.425867848,2.208466996
280,1.547446686,1.426335137,2.209155448
281,1.548001604,1.426801169,2.209837866
282,1.548554891,1.427265952,2.210514308
283,1.549106555,1.427729495,2.211184833
284,1.549656608,1.428191805,2.211559092
285,1.550205059,1.428652889,2.211861529
286,1.550751918,1.429112755,2.212152379
287,1.551297195,1.429587148,2.21243935
288,1.5518409,1.43008862,2.212543811
289,1.552383042,1.430588783,2.212638152
290,1.552928791,1.431087644,2.212730714
291,1.55348345,1.43158521,2.212821528
292,1.55403654,1.432081489,2.21291063
293,1.554588069,1.43257649,2.212997912
294,1.555138048,1.433070571,2.213078964
295,1.555635074,1.433564743,2.213158449
296,1.556135082,1.434057656,2.213236396
297,1.556621198,1.434549314,2.213312836
298,1.557103591,1.435003341,2.213387798
299,1.557584638,1.435445996,2.21346131
300,1.558064346,1.435887537,2.213533401
301,1.558542724,1.43634235,2.213604098
302,1.55901978,1.436848204,2.213673428
303,1.559495521,1.437352827,2.213741418
304,1.559969956,1.437856226,2.213808093
305,1.560443092,1.438358408,2.21387348
306,1.560914936,1.438859379,2.213937603
307,1.561385498,1.439359147,2.214000486
308,1.561854783,1.439857717,2.214292505
309,1.562342816,1.44033972,2.214729261
310,1.562861448,1.440813993,2.215161382
311,1.563378691,1.44124918,2.215288214
312,1.563894552,1.441677029,2.215629725
313,1.56440904,1.442103831,2.216126395
314,1.564922163,1.442529592,2.216618947
315,1.565420249,1.442954318,2.217107421
316,1.565905721,1.443378014,2.217591853
317,1.566359676,1.443800686,2.21807228
318,1.566856069,1.444222339,2.218530388
319,1.567363194,1.44464298,2.218933711
320,1.56786899,1.445062614,2.219332808
321,1.568373465,1.445481246,2.219727723
322,1.568876626,1.445898881,2.220118503
323,1.569347767,1.446315526,2.220501414
324,1.569849277,1.446731185,2.22073503
325,1.570356003,1.447145863,2.220740302
326,1.570861413,1.447559567,2.22074465
327,1.571365515,1.4479723,2.22074894
328,1.571868395,1.448384069,2.220753175
329,1.572362556,1.448794879,2.220757353
330,1.572855459,1.449204733,2.220761477
331,1.57334711,1.449613639,2.220765548
332,1.573837517,1.4500216,2.220769564
333,1.574326686,1.450428621,2.220773529
334,1.574751523,1.450834707,2.220777441
335,1.575163977,1.451239864,2.220781303
336,1.575575405,1.451644096,2.220785113
337,1.575986414,1.452047408,2.220788875
338,1.576418812,1.452449804,2.220874979
339,1.576850149,1.45285129,2.221113869
340,1.577280429,1.453251869,2.221350473
341,1.577709658,1.453651547,2.221584814
342,1.578137842,1.454050329,2.221816916
343,1.578564986,1.454448218,2.222046803
344,1.579029214,1.454845219,2.222274497
345,1.579531279,1.455241338,2.222500021
346,1.580032126,1.455636577,2.222723398
347,1.580531763,1.456030942,2.222944649
348,1.581030195,1.456424437,2.223163798
349,1.581527427,1.456817067,2.223380864
350,1.582023467,1.457208835,2.223595871
351,1.58251832,1.457599746,2.223808839
352,1.583011991,1.457989805,2.224019789
353,1.583504488,1.458379014,2.224228743
354,1.583995815,1.45876738,2.224435719
355,1.584485978,1.459154905,2.22464074
356,1.584974983,1.459541594,2.224843824
357,1.585462837,1.459927451,2.225044992
358,1.585949544,1.46031248,2.225244263
359,1.586435109,1.460696686,2.225441657
360,1.58691954,1.461080071,2.225637193
361,1.587402841,1.46146264,2.22583089
362,1.587885017,1.461844397,2.226022766
363,1.588366074,1.462225346,2.226212841
364,1.588846018,1.462605491,2.226401131
365,1.589324854,1.462984835,2.226534059
366,1.589802586,1.463363382,2.226639074
367,1.590279221,1.463741137,2.226742747
368,1.590754764,1.464118102,2.226844738
369,1.59122922,1.464494283,2.226941235
370,1.591702593,1.464869681,2.227036484
371,1.59217489,1.465244301,2.227130416
372,1.592646115,1.465618148,2.227226605
373,1.593116273,1.465991223,2.227326218
374,1.59358537,1.466363531,2.227424582
375,1.594053409,1.466735076,2.227524544
376,1.594503042,1.467105861,2.227684811
377,1.594939453,1.467475889,2.227840415
378,1.595374877,1.467845164,2.227993792
379,1.59580932,1.468213689,2.228145533
380,1.596242787,1.468581469,2.228295655
381,1.596675281,1.468948505,2.228444176
382,1.597106807,1.469314803,2.228591115
383,1.59753737,1.469680364,2.228736488
384,1.597966974,1.470045193,2.228879394
385,1.598395624,1.470409292,2.229019494
386,1.598863851,1.470772665,2.229158094
387,1.599333695,1.471135316,2.229295211
388,1.599802536,1.471497247,2.229430862
389,1.6002135,1.471858462,2.229565062
390,1.60059069,1.472218964,2.229697829
391,1.600967064,1.472578756,2.229829177
392,1.601369819,1.472937841,2.229959123
393,1.60179099,1.473296223,2.230087681
394,1.602211246,1.473653904,2.230214869
395,1.60263059,1.474010888,2.230340699
396,1.60308909,1.474367177,2.230465188
397,1.603563258,1.474722775,2.230588351
398,1.604036427,1.475077685,2.230710201
399,1.604508601,1.47543191,2.230770534
400,1.604979784,1.475785452,2.230829163
401,1.605449981,1.476138315,2.230887067
402,1.605919196,1.476490502,2.230944257
403,1.606400692,1.476842016,2.231000741
404,1.606882321,1.477192858,2.231056528
405,1.607304112,1.477543034,2.231111627
406,1.607717997,1.477892544,2.231166048
407,1.608131007,1.478241392,2.231219798
408,1.608543146,1.478589582,2.231272887
409,1.608954419,1.478937115,2.231325322
410,1.609364828,1.479283995,2.231377112
411,1.609774377,1.479630223,2.231428265
412,1.610183071,1.479975804,2.23147879
413,1.610590912,1.48032074,2.231528694
414,1.610997905,1.480665033,2.231577984
415,1.611404053,1.481008687,2.23162667
416,1.611877804,1.48135214,2.231674758
417,1.612386138,1.481695818,2.231844752
418,1.612892396,1.482038863,2.232128517
419,1.613328068,1.482381277,2.232418644
420,1.613742402,1.482723062,2.232706844
421,1.614155903,1.48306422,2.23299313
422,1.614568574,1.483404755,2.233277517
423,1.614980418,1.483744669,2.23340979
424,1.615386023,1.484083965,2.233508237
425,1.615764864,1.484422644,2.233605677
426,1.616142955,1.484760711,2.233787584
427,1.616520299,1.485098166,2.233998207
428,1.616896899,1.485435513,2.234207266
429,1.617272758,1.485820454,2.234414774
430,1.61764788,1.48620472,2.234618856
431,1.618022268,1.486588313,2.234816488
432,1.618395924,1.48694664,2.23501265
433,1.618768851,1.487277156,2.235207355
434,1.619141053,1.487607078,2.235400614
435,1.619512533,1.487936407,2.235451762
436,1.619891842,1.488265148,2.235456749
437,1.620274393,1.488593302,2.235461696
438,1.62065619,1.48892087,2.235466603
439,1.621037235,1.489247857,2.235471472
440,1.621417533,1.489574961,2.235476302
441,1.621797085,1.489901815,2.235481093
442,1.622175895,1.490228092,2.235485847
443,1.622553965,1.490553795,2.235488634
444,1.6229313,1.490914115,2.235491011
445,1.623307901,1.491279422,2.235493364
446,1.623683772,1.491644106,2.235655455
447,1.624058915,1.49200817,2.235899921
448,1.624433334,1.492371617,2.236142512
449,1.624807031,1.492734449,2.236383244
450,1.62518001,1.493085664,2.23662213
451,1.625552272,1.49340894,2.236859185
452,1.625923822,1.493731663,2.237094425
453,1.626294661,1.494053837,2.237327863
454,1.626664793,1.494375463,2.237559514
455,1.627037134,1.494696544,2.237789391
456,1.627435464,1.495017082,2.238017509
457,1.62783304,1.495337078,2.238235776
458,1.628229865,1.495656535,2.238241115
459,1.628625942,1.495975456,2.238246042
460,1.629021274,1.496293841,2.238250891
461,1.629415863,1.496611693,2.238255664
462,1.629809712,1.496929013,2.238260363
463,1.630202825,1.497245805,2.238264988
464,1.630595204,1.49756207,2.23833776
465,1.630985798,1.497877809,2.238568351
466,1.631352694,1.498193026,2.238797247
467,1.631718938,1.498507721,2.239024461
468,1.632090406,1.498821897,2.239115864
469,1.632492089,1.499135556,2.239193142
470,1.632860801,1.499448699,2.239264439
471,1.633225543,1.499761329,2.239335117
472,1.63358963,1.500073447,2.239405181
473,1.633953065,1.500385957,2.239468604
474,1.634288624,1.500699537,2.239470488
475,1.634607396,1.501012608,2.239472353
476,1.63492563,1.501325171,2.239474199
477,1.635243327,1.501696026,2.239476027
478,1.63556049,1.502098217,2.239477837
479,1.635877119,1.50249979,2.239479629
480,1.636193218,1.502900746,2.239481404
481,1.636508788,1.503301088,2.23948316
482,1.636823831,1.503700818,2.2394849
483,1.63713835,1.504099938,2.239486623
484,1.637452345,1.50449845,2.239510523
485,1.63776582,1.504896357,2.239668861
486,1.638078775,1.505293659,2.239826175
487,1.638391213,1.505588263,2.239982473
488,1.638703137,1.505865466,2.240137764
489,1.639014546,1.506142227,2.240292053
490,1.639325445,1.506418548,2.240445348
491,1.639635834,1.50669443,2.240597657
492,1.639945715,1.506969875,2.240717973
493,1.64025509,1.507244884,2.240780199
494,1.640563961,1.507519459,2.240841899
495,1.64087233,1.507793602,2.240903079
496,1.641200269,1.508067313,2.240963744
497,1.641544591,1.508340596,2.241023897
498,1.641888325,1.50861345,2.241083544
499,1.642231472,1.508885877,2.241142689
500,1.642574036,1.50915788,2.241201337
600,1.674327619,1.536386847,2.244801912
700,1.702411447,1.561751699,2.246661407
800,1.728171474,1.58495795,2.251690464
900,1.749168621,1.605387297,2.255357926
1000,1.769063367,1.624462931,2.25694361
1100,1.787435459,1.641562202,2.258143895
1200,1.802202455,1.657634657,2.25886059
1300,1.817654128,1.671700497,2.262715717
1400,1.83250586,1.684992096,2.263814808
1500,1.845550363,1.697237172,2.266641569
1600,1.857547123,1.70932848,2.266702092
1700,1.869036864,1.720524689,2.268531601
1800,1.880132985,1.730253786,2.268534251
1900,1.891017051,1.740898555,2.268901711
2000,1.900909845,1.750218538,2.269012063
2100,1.910429524,1.758654793,2.270034701
2200,1.919640099,1.767936822,2.270034715
2300,1.928122034,1.776873859,2.270034722
2400,1.936159917,1.785512992,2.270034726
2500,1.944542055,1.793856086,2.270034728
2600,1.952134267,1.801290239,2.270034729
2700,1.959294444,1.808198235,2.270034729
2800,1.965810322,1.814904935,2.270822852
2900,1.971835713,1.822776234,2.271311111
3000,1.977993711,1.82958275,2.271311156
3100,1.983989596,1.836060259,2.271311189
3200,1.989989664,1.842722578,2.271977758
3300,1.996218476,1.849208407,2.273691779
3400,2.002003612,1.855055195,2.27528578
3500,2.007309654,1.860248244,2.276758591
3600,2.012953375,1.865308765,2.2781076
3700,2.0184411,1.870747959,2.279343341
3800,2.023780718,1.876057547,2.280488627
3900,2.028979531,1.880700825,2.280884868
4000,2.033925499,1.88619326,2.280890792
4100,2.038673832,1.891022829,2.280891012
4200,2.043586978,1.895500352,2.280891196
4300,2.048193668,1.899883166,2.28089135
4400,2.05262532,1.904181169,2.280891481
4500,2.056791361,1.908402117,2.28089159
4600,2.060752361,1.912542934,2.280891683
4700,2.065209662,1.917152861,2.280891761
4800,2.06868673,1.921879704,2.280891828
4900,2.07276697,1.926523158,2.280941892
5000,2.076635403,1.931086244,2.28096053
6000,2.10825164,1.968340996,2.281999211
7000,2.132455614,2.000452009,2.282431747
8000,2.151604829,2.02721126,2.282431982
9000,2.167148191,2.052167169,2.289202226
10000,2.180345782,2.073560993,2.294749567
11000,2.194524314,2.090639838,2.29680269
12000,2.206245696,2.101192852,2.308307643
13000,2.21472937,2.112780684,2.31994979
14000,2.225772251,2.119665399,2.330026398
15000,2.23560442,2.127725169,2.338000483
16000,2.244507905,2.132771127,2.34938773
17000,2.250565928,2.132772632,2.362305047
18000,2.257518467,2.138635722,2.374209509
19000,2.263284958,2.139540892,2.387471633
20000,2.270965672,2.139540892,2.400351246
21000,2.277162069,2.139540892,2.412579283
22000,2.282837051,2.139540892,2.425296941
23000,2.287933883,2.139540892,2.43532038
24000,2.291606787,2.139540892,2.44805005
25000,2.295849268,2.139540892,2.460390002
26000,2.300208711,2.139540892,2.472240485
27000,2.303906399,2.139540892,2.483408052
28000,2.308338293,2.139540892,2.490125981
29000,2.311928446,2.139540892,2.496952337
30000,2.315261252,2.139540892,2.506773567
31000,2.318747353,2.139540892,2.516105659
32000,2.322239182,2.139540892,2.525465936
33000,2.325621238,2.139540892,2.534406766
34000,2.327887669,2.139540892,2.543075141
35000,2.330122873,2.139540892,2.551486127
36000,2.332935608,2.139540892,2.559641279
37000,2.33561315,2.139540892,2.567537716
38000,2.339222226,2.139540892,2.57518736
39000,2.340966997,2.139540892,2.582391047
40000,2.343186021,2.139540892,2.589917487
41000,2.345457687,2.139540892,2.598361032
42000,2.347417119,2.139540892,2.604758388
43000,2.349912872,2.139540892,2.612648718
44000,2.351963752,2.139540892,2.618706869
45000,2.353884305,2.139540892,2.624224049
46000,2.355668206,2.139540892,2.630083819
47000,2.358005275,2.139540892,2.636713999
48000,2.359814622,2.139540892,2.643482272
49000,2.361185549,2.139540892,2.65011386
50000,2.362322554,2.139540892,2.656597697
