"region","year","disease","med","LB","UB"
"ARG","2070","alri",0,0,0
"ARG","2070","copd",0,0,0
"ARG","2070","ihd",0,0,0
"ARG","2070","lc",0,0,0
"ARG","2070","stroke",0,0,0
"ARG","2070","tot",0,0,0
"AUS","2070","alri",0,0,0
"AUS","2070","copd",0,0,0
"AUS","2070","ihd",0,0,0
"AUS","2070","lc",0,0,0
"AUS","2070","stroke",0,0,0
"AUS","2070","tot",0,0,0
"AUT","2070","alri",1,0,3
"AUT","2070","copd",55,10,133
"AUT","2070","ihd",794,137,1413
"AUT","2070","lc",66,6,156
"AUT","2070","stroke",44,3,469
"AUT","2070","tot",960,155,2174
"BGR","2070","alri",3,1,6
"BGR","2070","copd",151,43,279
"BGR","2070","ihd",1800,1192,2436
"BGR","2070","lc",163,25,300
"BGR","2070","stroke",775,369,1301
"BGR","2070","tot",2892,1631,4323
"BLX","2070","alri",7,1,26
"BLX","2070","copd",328,70,713
"BLX","2070","ihd",3391,1068,5319
"BLX","2070","lc",415,44,892
"BLX","2070","stroke",407,49,2051
"BLX","2070","tot",4548,1231,9001
"BRA","2070","alri",0,0,0
"BRA","2070","copd",0,0,0
"BRA","2070","ihd",0,0,0
"BRA","2070","lc",0,0,0
"BRA","2070","stroke",0,0,0
"BRA","2070","tot",0,0,0
"CAN","2070","alri",0,0,2
"CAN","2070","copd",59,8,159
"CAN","2070","ihd",1548,123,3066
"CAN","2070","lc",58,4,155
"CAN","2070","stroke",15,0,468
"CAN","2070","tot",1680,135,3850
"CHE","2070","alri",1,0,4
"CHE","2070","copd",63,12,145
"CHE","2070","ihd",780,177,1318
"CHE","2070","lc",77,7,175
"CHE","2070","stroke",61,5,466
"CHE","2070","tot",982,201,2107
"CHL","2070","alri",6,2,16
"CHL","2070","copd",254,64,498
"CHL","2070","ihd",2785,1447,3997
"CHL","2070","lc",133,18,261
"CHL","2070","stroke",746,216,1832
"CHL","2070","tot",3924,1746,6604
"CHN","2070","alri",932,583,1253
"CHN","2070","copd",259048,94743,421593
"CHN","2070","ihd",194025,141315,274389
"CHN","2070","lc",95175,21526,151833
"CHN","2070","stroke",515713,194252,832453
"CHN","2070","tot",1064893,452419,1681521
"COR","2070","alri",9,3,19
"COR","2070","copd",4293,1190,8011
"COR","2070","ihd",4663,2988,6347
"COR","2070","lc",1515,229,2822
"COR","2070","stroke",5176,2328,9144
"COR","2070","tot",15657,6738,26344
"EAF","2070","alri",3054,1295,5375
"EAF","2070","copd",20944,6443,36872
"EAF","2070","ihd",121294,85899,157797
"EAF","2070","lc",4625,805,8130
"EAF","2070","stroke",100027,51803,149206
"EAF","2070","tot",249944,146246,357379
"EGY","2070","alri",300,200,393
"EGY","2070","copd",7720,2924,12373
"EGY","2070","ihd",52384,38511,76783
"EGY","2070","lc",2785,664,4355
"EGY","2070","stroke",32183,11503,48961
"EGY","2070","tot",95372,53801,142865
"ESP","2070","alri",21,5,63
"ESP","2070","copd",970,232,1973
"ESP","2070","ihd",8388,3726,12359
"ESP","2070","lc",1269,156,2566
"ESP","2070","stroke",1664,363,5121
"ESP","2070","tot",12312,4482,22081
"FIN","2070","alri",0,0,0
"FIN","2070","copd",0,0,0
"FIN","2070","ihd",0,0,0
"FIN","2070","lc",0,0,0
"FIN","2070","stroke",0,0,0
"FIN","2070","tot",0,0,0
"FRA","2070","alri",4,0,24
"FRA","2070","copd",280,46,709
"FRA","2070","ihd",4630,589,8590
"FRA","2070","lc",324,24,805
"FRA","2070","stroke",174,10,2707
"FRA","2070","tot",5411,670,12835
"GBR","2070","alri",0,0,1
"GBR","2070","copd",11,2,30
"GBR","2070","ihd",221,17,443
"GBR","2070","lc",12,1,32
"GBR","2070","stroke",4,0,127
"GBR","2070","tot",248,20,633
"GOLF","2070","alri",396,277,498
"GOLF","2070","copd",9041,3780,13981
"GOLF","2070","ihd",120877,91279,197727
"GOLF","2070","lc",9883,2748,14572
"GOLF","2070","stroke",82215,26545,106787
"GOLF","2070","tot",222413,124629,333565
"GRC","2070","alri",3,1,10
"GRC","2070","copd",160,36,337
"GRC","2070","ihd",1506,572,2282
"GRC","2070","lc",207,24,430
"GRC","2070","stroke",237,39,914
"GRC","2070","tot",2113,672,3973
"HUN","2070","alri",1,0,2
"HUN","2070","copd",70,15,149
"HUN","2070","ihd",3617,1239,5591
"HUN","2070","lc",91,10,192
"HUN","2070","stroke",434,61,1932
"HUN","2070","tot",4212,1326,7866
"IDN","2070","alri",234,64,592
"IDN","2070","copd",5184,1323,10070
"IDN","2070","ihd",53644,29048,76425
"IDN","2070","lc",6805,921,13226
"IDN","2070","stroke",13206,4207,30433
"IDN","2070","tot",79073,35563,130745
"ITA","2070","alri",33,10,78
"ITA","2070","copd",1241,324,2376
"ITA","2070","ihd",9257,5339,13026
"ITA","2070","lc",1658,232,3179
"ITA","2070","stroke",2737,982,5743
"ITA","2070","tot",14925,6887,24403
"JPN","2070","alri",79,21,201
"JPN","2070","copd",1149,292,2238
"JPN","2070","ihd",9098,4876,12987
"JPN","2070","lc",3490,470,6797
"JPN","2070","stroke",4125,1284,9658
"JPN","2070","tot",17941,6943,31881
"KAZ","2070","alri",12,5,22
"KAZ","2070","copd",444,134,790
"KAZ","2070","ihd",14416,10073,18964
"KAZ","2070","lc",618,105,1098
"KAZ","2070","stroke",6137,3173,9271
"KAZ","2070","tot",21626,13490,30144
"MEME","2070","alri",88,29,189
"MEME","2070","copd",1707,472,3188
"MEME","2070","ihd",11840,7558,16138
"MEME","2070","lc",2308,348,4302
"MEME","2070","stroke",4254,1900,7559
"MEME","2070","tot",20197,10307,31376
"MEX","2070","alri",69,19,170
"MEX","2070","copd",1856,478,3583
"MEX","2070","ihd",19545,10867,27706
"MEX","2070","lc",979,134,1891
"MEX","2070","stroke",5835,1961,12923
"MEX","2070","tot",28283,13459,46273
"MON","2070","alri",12,3,32
"MON","2070","copd",1080,272,2115
"MON","2070","ihd",6364,3325,9126
"MON","2070","lc",300,40,587
"MON","2070","stroke",1350,396,3288
"MON","2070","tot",9106,4035,15146
"MYS","2070","alri",2,0,17
"MYS","2070","copd",59,8,160
"MYS","2070","ihd",1186,96,2319
"MYS","2070","lc",150,9,399
"MYS","2070","stroke",38,0,1180
"MYS","2070","tot",1436,114,4075
"NDE","2070","alri",11326,7943,14263
"NDE","2070","copd",293660,122886,454251
"NDE","2070","ihd",854546,645440,1398900
"NDE","2070","lc",88088,24527,129798
"NDE","2070","stroke",814914,262986,1057827
"NDE","2070","tot",2062533,1063782,3055038
"NOA","2070","alri",291,153,429
"NOA","2070","copd",3569,1215,6017
"NOA","2070","ihd",18362,13145,24027
"NOA","2070","lc",635,128,1056
"NOA","2070","stroke",20594,9148,32623
"NOA","2070","tot",43450,23788,64152
"NOR","2070","alri",0,0,0
"NOR","2070","copd",0,0,0
"NOR","2070","ihd",0,0,0
"NOR","2070","lc",0,0,0
"NOR","2070","stroke",0,0,0
"NOR","2070","tot",0,0,0
"NZL","2070","alri",23,10,40
"NZL","2070","copd",125,39,217
"NZL","2070","ihd",753,533,971
"NZL","2070","lc",392,70,682
"NZL","2070","stroke",696,355,1038
"NZL","2070","tot",1989,1007,2949
"PAC","2070","alri",0,0,1
"PAC","2070","copd",69,10,187
"PAC","2070","ihd",215,17,426
"PAC","2070","lc",20,1,53
"PAC","2070","stroke",12,0,381
"PAC","2070","tot",316,28,1047
"PHL","2070","alri",0,0,0
"PHL","2070","copd",0,0,0
"PHL","2070","ihd",0,0,0
"PHL","2070","lc",0,0,0
"PHL","2070","stroke",0,0,0
"PHL","2070","tot",0,0,0
"POL","2070","alri",0,0,1
"POL","2070","copd",16,2,44
"POL","2070","ihd",576,45,1152
"POL","2070","lc",14,1,38
"POL","2070","stroke",12,0,366
"POL","2070","tot",619,49,1601
"RCAM","2070","alri",23,5,78
"RCAM","2070","copd",820,185,1727
"RCAM","2070","ihd",10710,4024,16265
"RCAM","2070","lc",419,48,873
"RCAM","2070","stroke",1775,285,6948
"RCAM","2070","tot",13747,4546,25891
"RCEU","2070","alri",9,3,19
"RCEU","2070","copd",534,147,998
"RCEU","2070","ihd",6591,4179,9006
"RCEU","2070","lc",573,86,1071
"RCEU","2070","stroke",2574,1134,4624
"RCEU","2070","tot",10280,5550,15717
"RCZ","2070","alri",6,1,18
"RCZ","2070","copd",268,65,540
"RCZ","2070","ihd",2262,1053,3309
"RCZ","2070","lc",352,44,706
"RCZ","2070","stroke",482,116,1384
"RCZ","2070","tot",3371,1280,5956
"RFA","2070","alri",18,4,59
"RFA","2070","copd",990,226,2075
"RFA","2070","ihd",9234,3558,13951
"RFA","2070","lc",1279,147,2655
"RFA","2070","stroke",1484,245,5608
"RFA","2070","tot",13005,4180,24348
"RIS","2070","alri",147,99,192
"RIS","2070","copd",2779,1059,4428
"RIS","2070","ihd",22116,16271,32701
"RIS","2070","lc",3132,755,4876
"RIS","2070","stroke",23333,8271,34969
"RIS","2070","tot",51507,26455,77166
"ROM","2070","alri",2,0,7
"ROM","2070","copd",187,42,393
"ROM","2070","ihd",3126,1175,4748
"ROM","2070","lc",191,22,399
"ROM","2070","stroke",534,86,2090
"ROM","2070","tot",4040,1325,7637
"RSA","2070","alri",81,25,188
"RSA","2070","copd",1112,295,2112
"RSA","2070","ihd",7742,4624,10810
"RSA","2070","lc",240,34,457
"RSA","2070","stroke",3915,1494,7797
"RSA","2070","tot",13090,6471,21363
"RSAM","2070","alri",10,1,66
"RSAM","2070","copd",151,24,385
"RSAM","2070","ihd",6006,745,11177
"RSAM","2070","lc",107,8,267
"RSAM","2070","stroke",294,16,4737
"RSAM","2070","tot",6567,795,16631
"RSAS","2070","alri",2275,1600,2882
"RSAS","2070","copd",45276,18614,69857
"RSAS","2070","ihd",270755,203496,436552
"RSAS","2070","lc",16485,4472,24542
"RSAS","2070","stroke",195166,63813,257536
"RSAS","2070","tot",529957,291995,791369
"RSEA","2070","alri",61,30,94
"RSEA","2070","copd",10421,3444,17783
"RSEA","2070","ihd",9123,6516,11703
"RSEA","2070","lc",3771,722,6387
"RSEA","2070","stroke",17420,8413,27022
"RSEA","2070","tot",40796,19126,62989
"RUE","2070","alri",0,0,0
"RUE","2070","copd",0,0,0
"RUE","2070","ihd",0,0,0
"RUE","2070","lc",0,0,0
"RUE","2070","stroke",0,0,0
"RUE","2070","tot",0,0,0
"RUS","2070","alri",2,0,17
"RUS","2070","copd",345,53,899
"RUS","2070","ihd",10922,1147,20678
"RUS","2070","lc",312,22,797
"RUS","2070","stroke",343,15,7002
"RUS","2070","tot",11924,1236,29393
"SAF","2070","alri",141,28,460
"SAF","2070","copd",1689,384,3543
"SAF","2070","ihd",15062,5781,22775
"SAF","2070","lc",351,40,730
"SAF","2070","stroke",3891,641,14788
"SAF","2070","tot",21134,6874,42296
"SWE","2070","alri",0,0,0
"SWE","2070","copd",0,0,0
"SWE","2070","ihd",0,0,0
"SWE","2070","lc",0,0,0
"SWE","2070","stroke",0,0,0
"SWE","2070","tot",0,0,0
"THA","2070","alri",153,69,258
"THA","2070","copd",2448,774,4259
"THA","2070","ihd",19290,13646,24796
"THA","2070","lc",3333,601,5778
"THA","2070","stroke",9755,4937,14546
"THA","2070","tot",34979,20026,49637
"TUR","2070","alri",32,8,87
"TUR","2070","copd",1526,379,3013
"TUR","2070","ihd",21820,10993,31495
"TUR","2070","lc",1602,209,3161
"TUR","2070","stroke",5750,1572,14768
"TUR","2070","tot",30731,13161,52524
"TWN","2070","alri",3,1,7
"TWN","2070","copd",1649,422,3198
"TWN","2070","ihd",1996,1090,2840
"TWN","2070","lc",572,78,1110
"TWN","2070","stroke",1662,538,3783
"TWN","2070","tot",5883,2129,10939
"UKR","2070","alri",0,0,0
"UKR","2070","copd",0,0,0
"UKR","2070","ihd",0,0,0
"UKR","2070","lc",0,0,0
"UKR","2070","stroke",0,0,0
"UKR","2070","tot",0,0,0
"USA","2070","alri",32,5,138
"USA","2070","copd",3724,750,8354
"USA","2070","ihd",56052,14827,91056
"USA","2070","lc",4153,405,9177
"USA","2070","stroke",2759,239,17679
"USA","2070","tot",66720,16226,126404
"VNM","2070","alri",22,7,49
"VNM","2070","copd",9166,2456,17338
"VNM","2070","ihd",10379,6298,14411
"VNM","2070","lc",3212,465,6083
"VNM","2070","stroke",10303,4104,19948
"VNM","2070","tot",33083,13330,57828
"WAF","2070","alri",6662,4262,8811
"WAF","2070","copd",27823,10349,44951
"WAF","2070","ihd",124875,91447,180424
"WAF","2070","lc",5005,1158,7916
"WAF","2070","stroke",181767,67006,288689
"WAF","2070","tot",346132,174222,530792
